    ;CALENDERDATE;FISCALHALFNAME;FISCALQUARTERNAME;FISCALMONTHNAME;FISCALWEEKNAME;FISCALMONTHNAMELABEL;FISCALMONTHNAMELABELFORECAST;FISCALMONTHNAMEAPPROX;FISCALQUARTERNAMEAPPROX;FISCALYEAR;FISCALHALF;FISCALQUARTER;FISCALMONTH;FISCALMONTHLABEL;FISCALWEEK;FISCALMONTHINQUARTER;FISCALWEEKINQUARTER;FISCALQUARTERFROMDATE;FISCALQUARTERTODATE;FISCALMONTHFROMDATE;FISCALMONTHTODATE;FISCALWEEKMONTHPOSITION;FISCALWEEKFROMDATE;FISCALWEEKTODATE;FISCALQUARTERROLLING;FISCALMONTHROLLING;QUARTERTYPE;MONTHTYPE
582 ;20140706    ;FY15H1        ;FY15Q2           ;FY15M006       ;FY15W23       ;Jul-14              ;                            ;                     ;                       ;2015      ;1         ;2            ;6          ;Jul             ;23        ;3                   ;10                 ;20140428             ;20140727           ;20140623           ;20140727         ;2                      ;20140630          ;20140706        ;-42                 ;-124              ;Previous   ;Previous 
583 ;20140707    ;FY15H1        ;FY15Q2           ;FY15M006       ;FY15W24       ;Jul-14              ;                            ;                     ;                       ;2015      ;1         ;2            ;6          ;Jul             ;24        ;3                   ;11                 ;20140428             ;20140727           ;20140623           ;20140727         ;3                      ;20140707          ;20140713        ;-42                 ;-124              ;Previous   ;Previous 
584 ;20140708    ;FY15H1        ;FY15Q2           ;FY15M006       ;FY15W24       ;Jul-14              ;                            ;                     ;                       ;2015      ;1         ;2            ;6          ;Jul             ;24        ;3                   ;11                 ;20140428             ;20140727           ;20140623           ;20140727         ;3                      ;20140707          ;20140713        ;-42                 ;-124              ;Previous   ;Previous 
585 ;20140709    ;FY15H1        ;FY15Q2           ;FY15M006       ;FY15W24       ;Jul-14              ;                            ;                     ;                       ;2015      ;1         ;2            ;6          ;Jul             ;24        ;3                   ;11                 ;20140428             ;20140727           ;20140623           ;20140727         ;3                      ;20140707          ;20140713        ;-42                 ;-124              ;Previous   ;Previous 
586 ;20140710    ;FY15H1        ;FY15Q2           ;FY15M006       ;FY15W24       ;Jul-14              ;                            ;                     ;                       ;2015      ;1         ;2            ;6          ;Jul             ;24        ;3                   ;11                 ;20140428             ;20140727           ;20140623           ;20140727         ;3                      ;20140707          ;20140713        ;-42                 ;-124              ;Previous   ;Previous 
587 ;20140711    ;FY15H1        ;FY15Q2           ;FY15M006       ;FY15W24       ;Jul-14              ;                            ;                     ;                       ;2015      ;1         ;2            ;6          ;Jul             ;24        ;3                   ;11                 ;20140428             ;20140727           ;20140623           ;20140727         ;3                      ;20140707          ;20140713        ;-42                 ;-124              ;Previous   ;Previous 
588 ;20140712    ;FY15H1        ;FY15Q2           ;FY15M006       ;FY15W24       ;Jul-14              ;                            ;                     ;                       ;2015      ;1         ;2            ;6          ;Jul             ;24        ;3                   ;11                 ;20140428             ;20140727           ;20140623           ;20140727         ;3                      ;20140707          ;20140713        ;-42                 ;-124              ;Previous   ;Previous 
589 ;20140713    ;FY15H1        ;FY15Q2           ;FY15M006       ;FY15W24       ;Jul-14              ;                            ;                     ;                       ;2015      ;1         ;2            ;6          ;Jul             ;24        ;3                   ;11                 ;20140428             ;20140727           ;20140623           ;20140727         ;3                      ;20140707          ;20140713        ;-42                 ;-124              ;Previous   ;Previous 
590 ;20140714    ;FY15H1        ;FY15Q2           ;FY15M006       ;FY15W25       ;Jul-14              ;                            ;                     ;                       ;2015      ;1         ;2            ;6          ;Jul             ;25        ;3                   ;12                 ;20140428             ;20140727           ;20140623           ;20140727         ;4                      ;20140714          ;20140720        ;-42                 ;-124              ;Previous   ;Previous 
591 ;20140715    ;FY15H1        ;FY15Q2           ;FY15M006       ;FY15W25       ;Jul-14              ;                            ;                     ;                       ;2015      ;1         ;2            ;6          ;Jul             ;25        ;3                   ;12                 ;20140428             ;20140727           ;20140623           ;20140727         ;4                      ;20140714          ;20140720        ;-42                 ;-124              ;Previous   ;Previous 
592 ;20140727    ;FY15H1        ;FY15Q2           ;FY15M006       ;FY15W26       ;Jul-14              ;                            ;                     ;                       ;2015      ;1         ;2            ;6          ;Jul             ;26        ;3                   ;13                 ;20140428             ;20140727           ;20140623           ;20140727         ;5                      ;20140721          ;20140727        ;-42                 ;-124              ;Previous   ;Previous 
593 ;20140726    ;FY15H1        ;FY15Q2           ;FY15M006       ;FY15W26       ;Jul-14              ;                            ;                     ;                       ;2015      ;1         ;2            ;6          ;Jul             ;26        ;3                   ;13                 ;20140428             ;20140727           ;20140623           ;20140727         ;5                      ;20140721          ;20140727        ;-42                 ;-124              ;Previous   ;Previous 
594 ;20140725    ;FY15H1        ;FY15Q2           ;FY15M006       ;FY15W26       ;Jul-14              ;                            ;                     ;                       ;2015      ;1         ;2            ;6          ;Jul             ;26        ;3                   ;13                 ;20140428             ;20140727           ;20140623           ;20140727         ;5                      ;20140721          ;20140727        ;-42                 ;-124              ;Previous   ;Previous 
595 ;20140724    ;FY15H1        ;FY15Q2           ;FY15M006       ;FY15W26       ;Jul-14              ;                            ;                     ;                       ;2015      ;1         ;2            ;6          ;Jul             ;26        ;3                   ;13                 ;20140428             ;20140727           ;20140623           ;20140727         ;5                      ;20140721          ;20140727        ;-42                 ;-124              ;Previous   ;Previous 
596 ;20140723    ;FY15H1        ;FY15Q2           ;FY15M006       ;FY15W26       ;Jul-14              ;                            ;                     ;                       ;2015      ;1         ;2            ;6          ;Jul             ;26        ;3                   ;13                 ;20140428             ;20140727           ;20140623           ;20140727         ;5                      ;20140721          ;20140727        ;-42                 ;-124              ;Previous   ;Previous 
597 ;20140722    ;FY15H1        ;FY15Q2           ;FY15M006       ;FY15W26       ;Jul-14              ;                            ;                     ;                       ;2015      ;1         ;2            ;6          ;Jul             ;26        ;3                   ;13                 ;20140428             ;20140727           ;20140623           ;20140727         ;5                      ;20140721          ;20140727        ;-42                 ;-124              ;Previous   ;Previous 
598 ;20140721    ;FY15H1        ;FY15Q2           ;FY15M006       ;FY15W26       ;Jul-14              ;                            ;                     ;                       ;2015      ;1         ;2            ;6          ;Jul             ;26        ;3                   ;13                 ;20140428             ;20140727           ;20140623           ;20140727         ;5                      ;20140721          ;20140727        ;-42                 ;-124              ;Previous   ;Previous 
599 ;20140720    ;FY15H1        ;FY15Q2           ;FY15M006       ;FY15W25       ;Jul-14              ;                            ;                     ;                       ;2015      ;1         ;2            ;6          ;Jul             ;25        ;3                   ;12                 ;20140428             ;20140727           ;20140623           ;20140727         ;4                      ;20140714          ;20140720        ;-42                 ;-124              ;Previous   ;Previous 
600 ;20140719    ;FY15H1        ;FY15Q2           ;FY15M006       ;FY15W25       ;Jul-14              ;                            ;                     ;                       ;2015      ;1         ;2            ;6          ;Jul             ;25        ;3                   ;12                 ;20140428             ;20140727           ;20140623           ;20140727         ;4                      ;20140714          ;20140720        ;-42                 ;-124              ;Previous   ;Previous 
601 ;20140718    ;FY15H1        ;FY15Q2           ;FY15M006       ;FY15W25       ;Jul-14              ;                            ;                     ;                       ;2015      ;1         ;2            ;6          ;Jul             ;25        ;3                   ;12                 ;20140428             ;20140727           ;20140623           ;20140727         ;4                      ;20140714          ;20140720        ;-42                 ;-124              ;Previous   ;Previous 
602 ;20140717    ;FY15H1        ;FY15Q2           ;FY15M006       ;FY15W25       ;Jul-14              ;                            ;                     ;                       ;2015      ;1         ;2            ;6          ;Jul             ;25        ;3                   ;12                 ;20140428             ;20140727           ;20140623           ;20140727         ;4                      ;20140714          ;20140720        ;-42                 ;-124              ;Previous   ;Previous 
603 ;20140716    ;FY15H1        ;FY15Q2           ;FY15M006       ;FY15W25       ;Jul-14              ;                            ;                     ;                       ;2015      ;1         ;2            ;6          ;Jul             ;25        ;3                   ;12                 ;20140428             ;20140727           ;20140623           ;20140727         ;4                      ;20140714          ;20140720        ;-42                 ;-124              ;Previous   ;Previous 
604 ;20140928    ;FY15H2        ;FY15Q3           ;FY15M009       ;FY15W35       ;Oct-14              ;                            ;                     ;                       ;2015      ;2         ;3            ;9          ;Oct             ;35        ;3                   ;9                  ;20140728             ;20141026           ;20140922           ;20141026         ;1                      ;20140922          ;20140928        ;-41                 ;-121              ;Previous   ;Previous 
605 ;20140927    ;FY15H2        ;FY15Q3           ;FY15M009       ;FY15W35       ;Oct-14              ;                            ;                     ;                       ;2015      ;2         ;3            ;9          ;Oct             ;35        ;3                   ;9                  ;20140728             ;20141026           ;20140922           ;20141026         ;1                      ;20140922          ;20140928        ;-41                 ;-121              ;Previous   ;Previous 
606 ;20140926    ;FY15H2        ;FY15Q3           ;FY15M009       ;FY15W35       ;Oct-14              ;                            ;                     ;                       ;2015      ;2         ;3            ;9          ;Oct             ;35        ;3                   ;9                  ;20140728             ;20141026           ;20140922           ;20141026         ;1                      ;20140922          ;20140928        ;-41                 ;-121              ;Previous   ;Previous 
607 ;20140925    ;FY15H2        ;FY15Q3           ;FY15M009       ;FY15W35       ;Oct-14              ;                            ;                     ;                       ;2015      ;2         ;3            ;9          ;Oct             ;35        ;3                   ;9                  ;20140728             ;20141026           ;20140922           ;20141026         ;1                      ;20140922          ;20140928        ;-41                 ;-121              ;Previous   ;Previous 
608 ;20140924    ;FY15H2        ;FY15Q3           ;FY15M009       ;FY15W35       ;Oct-14              ;                            ;                     ;                       ;2015      ;2         ;3            ;9          ;Oct             ;35        ;3                   ;9                  ;20140728             ;20141026           ;20140922           ;20141026         ;1                      ;20140922          ;20140928        ;-41                 ;-121              ;Previous   ;Previous 
609 ;20140923    ;FY15H2        ;FY15Q3           ;FY15M009       ;FY15W35       ;Oct-14              ;                            ;                     ;                       ;2015      ;2         ;3            ;9          ;Oct             ;35        ;3                   ;9                  ;20140728             ;20141026           ;20140922           ;20141026         ;1                      ;20140922          ;20140928        ;-41                 ;-121              ;Previous   ;Previous 
610 ;20140922    ;FY15H2        ;FY15Q3           ;FY15M009       ;FY15W35       ;Oct-14              ;                            ;                     ;                       ;2015      ;2         ;3            ;9          ;Oct             ;35        ;3                   ;9                  ;20140728             ;20141026           ;20140922           ;20141026         ;1                      ;20140922          ;20140928        ;-41                 ;-121              ;Previous   ;Previous 
611 ;20150724    ;FY16H1        ;FY16Q2           ;FY16M006       ;FY16W26       ;Jul-15              ;                            ;                     ;                       ;2016      ;1         ;2            ;6          ;Jul             ;26        ;3                   ;13                 ;20150427             ;20150726           ;20150622           ;20150726         ;5                      ;20150720          ;20150726        ;-38                 ;-112              ;Previous   ;Previous 
612 ;20150723    ;FY16H1        ;FY16Q2           ;FY16M006       ;FY16W26       ;Jul-15              ;                            ;                     ;                       ;2016      ;1         ;2            ;6          ;Jul             ;26        ;3                   ;13                 ;20150427             ;20150726           ;20150622           ;20150726         ;5                      ;20150720          ;20150726        ;-38                 ;-112              ;Previous   ;Previous 
613 ;20150703    ;FY16H1        ;FY16Q2           ;FY16M006       ;FY16W23       ;Jul-15              ;                            ;                     ;                       ;2016      ;1         ;2            ;6          ;Jul             ;23        ;3                   ;10                 ;20150427             ;20150726           ;20150622           ;20150726         ;2                      ;20150629          ;20150705        ;-38                 ;-112              ;Previous   ;Previous 
614 ;20150702    ;FY16H1        ;FY16Q2           ;FY16M006       ;FY16W23       ;Jul-15              ;                            ;                     ;                       ;2016      ;1         ;2            ;6          ;Jul             ;23        ;3                   ;10                 ;20150427             ;20150726           ;20150622           ;20150726         ;2                      ;20150629          ;20150705        ;-38                 ;-112              ;Previous   ;Previous 
615 ;20150701    ;FY16H1        ;FY16Q2           ;FY16M006       ;FY16W23       ;Jul-15              ;                            ;                     ;                       ;2016      ;1         ;2            ;6          ;Jul             ;23        ;3                   ;10                 ;20150427             ;20150726           ;20150622           ;20150726         ;2                      ;20150629          ;20150705        ;-38                 ;-112              ;Previous   ;Previous 
616 ;20150630    ;FY16H1        ;FY16Q2           ;FY16M006       ;FY16W23       ;Jul-15              ;                            ;                     ;                       ;2016      ;1         ;2            ;6          ;Jul             ;23        ;3                   ;10                 ;20150427             ;20150726           ;20150622           ;20150726         ;2                      ;20150629          ;20150705        ;-38                 ;-112              ;Previous   ;Previous 
617 ;20150629    ;FY16H1        ;FY16Q2           ;FY16M006       ;FY16W23       ;Jul-15              ;                            ;                     ;                       ;2016      ;1         ;2            ;6          ;Jul             ;23        ;3                   ;10                 ;20150427             ;20150726           ;20150622           ;20150726         ;2                      ;20150629          ;20150705        ;-38                 ;-112              ;Previous   ;Previous 
618 ;20150628    ;FY16H1        ;FY16Q2           ;FY16M006       ;FY16W22       ;Jul-15              ;                            ;                     ;                       ;2016      ;1         ;2            ;6          ;Jul             ;22        ;3                   ;9                  ;20150427             ;20150726           ;20150622           ;20150726         ;1                      ;20150622          ;20150628        ;-38                 ;-112              ;Previous   ;Previous 
619 ;20150627    ;FY16H1        ;FY16Q2           ;FY16M006       ;FY16W22       ;Jul-15              ;                            ;                     ;                       ;2016      ;1         ;2            ;6          ;Jul             ;22        ;3                   ;9                  ;20150427             ;20150726           ;20150622           ;20150726         ;1                      ;20150622          ;20150628        ;-38                 ;-112              ;Previous   ;Previous 
620 ;20150626    ;FY16H1        ;FY16Q2           ;FY16M006       ;FY16W22       ;Jul-15              ;                            ;                     ;                       ;2016      ;1         ;2            ;6          ;Jul             ;22        ;3                   ;9                  ;20150427             ;20150726           ;20150622           ;20150726         ;1                      ;20150622          ;20150628        ;-38                 ;-112              ;Previous   ;Previous 
621 ;20150625    ;FY16H1        ;FY16Q2           ;FY16M006       ;FY16W22       ;Jul-15              ;                            ;                     ;                       ;2016      ;1         ;2            ;6          ;Jul             ;22        ;3                   ;9                  ;20150427             ;20150726           ;20150622           ;20150726         ;1                      ;20150622          ;20150628        ;-38                 ;-112              ;Previous   ;Previous 
622 ;20150624    ;FY16H1        ;FY16Q2           ;FY16M006       ;FY16W22       ;Jul-15              ;                            ;                     ;                       ;2016      ;1         ;2            ;6          ;Jul             ;22        ;3                   ;9                  ;20150427             ;20150726           ;20150622           ;20150726         ;1                      ;20150622          ;20150628        ;-38                 ;-112              ;Previous   ;Previous 
623 ;20150623    ;FY16H1        ;FY16Q2           ;FY16M006       ;FY16W22       ;Jul-15              ;                            ;                     ;                       ;2016      ;1         ;2            ;6          ;Jul             ;22        ;3                   ;9                  ;20150427             ;20150726           ;20150622           ;20150726         ;1                      ;20150622          ;20150628        ;-38                 ;-112              ;Previous   ;Previous 
624 ;20150622    ;FY16H1        ;FY16Q2           ;FY16M006       ;FY16W22       ;Jul-15              ;                            ;                     ;                       ;2016      ;1         ;2            ;6          ;Jul             ;22        ;3                   ;9                  ;20150427             ;20150726           ;20150622           ;20150726         ;1                      ;20150622          ;20150628        ;-38                 ;-112              ;Previous   ;Previous 
625 ;20150704    ;FY16H1        ;FY16Q2           ;FY16M006       ;FY16W23       ;Jul-15              ;                            ;                     ;                       ;2016      ;1         ;2            ;6          ;Jul             ;23        ;3                   ;10                 ;20150427             ;20150726           ;20150622           ;20150726         ;2                      ;20150629          ;20150705        ;-38                 ;-112              ;Previous   ;Previous 
626 ;20150705    ;FY16H1        ;FY16Q2           ;FY16M006       ;FY16W23       ;Jul-15              ;                            ;                     ;                       ;2016      ;1         ;2            ;6          ;Jul             ;23        ;3                   ;10                 ;20150427             ;20150726           ;20150622           ;20150726         ;2                      ;20150629          ;20150705        ;-38                 ;-112              ;Previous   ;Previous 
627 ;20150706    ;FY16H1        ;FY16Q2           ;FY16M006       ;FY16W24       ;Jul-15              ;                            ;                     ;                       ;2016      ;1         ;2            ;6          ;Jul             ;24        ;3                   ;11                 ;20150427             ;20150726           ;20150622           ;20150726         ;3                      ;20150706          ;20150712        ;-38                 ;-112              ;Previous   ;Previous 
628 ;20150708    ;FY16H1        ;FY16Q2           ;FY16M006       ;FY16W24       ;Jul-15              ;                            ;                     ;                       ;2016      ;1         ;2            ;6          ;Jul             ;24        ;3                   ;11                 ;20150427             ;20150726           ;20150622           ;20150726         ;3                      ;20150706          ;20150712        ;-38                 ;-112              ;Previous   ;Previous 
629 ;20150707    ;FY16H1        ;FY16Q2           ;FY16M006       ;FY16W24       ;Jul-15              ;                            ;                     ;                       ;2016      ;1         ;2            ;6          ;Jul             ;24        ;3                   ;11                 ;20150427             ;20150726           ;20150622           ;20150726         ;3                      ;20150706          ;20150712        ;-38                 ;-112              ;Previous   ;Previous 
630 ;20150722    ;FY16H1        ;FY16Q2           ;FY16M006       ;FY16W26       ;Jul-15              ;                            ;                     ;                       ;2016      ;1         ;2            ;6          ;Jul             ;26        ;3                   ;13                 ;20150427             ;20150726           ;20150622           ;20150726         ;5                      ;20150720          ;20150726        ;-38                 ;-112              ;Previous   ;Previous 
631 ;20150721    ;FY16H1        ;FY16Q2           ;FY16M006       ;FY16W26       ;Jul-15              ;                            ;                     ;                       ;2016      ;1         ;2            ;6          ;Jul             ;26        ;3                   ;13                 ;20150427             ;20150726           ;20150622           ;20150726         ;5                      ;20150720          ;20150726        ;-38                 ;-112              ;Previous   ;Previous 
632 ;20150720    ;FY16H1        ;FY16Q2           ;FY16M006       ;FY16W26       ;Jul-15              ;                            ;                     ;                       ;2016      ;1         ;2            ;6          ;Jul             ;26        ;3                   ;13                 ;20150427             ;20150726           ;20150622           ;20150726         ;5                      ;20150720          ;20150726        ;-38                 ;-112              ;Previous   ;Previous 
633 ;20150719    ;FY16H1        ;FY16Q2           ;FY16M006       ;FY16W25       ;Jul-15              ;                            ;                     ;                       ;2016      ;1         ;2            ;6          ;Jul             ;25        ;3                   ;12                 ;20150427             ;20150726           ;20150622           ;20150726         ;4                      ;20150713          ;20150719        ;-38                 ;-112              ;Previous   ;Previous 
634 ;20150718    ;FY16H1        ;FY16Q2           ;FY16M006       ;FY16W25       ;Jul-15              ;                            ;                     ;                       ;2016      ;1         ;2            ;6          ;Jul             ;25        ;3                   ;12                 ;20150427             ;20150726           ;20150622           ;20150726         ;4                      ;20150713          ;20150719        ;-38                 ;-112              ;Previous   ;Previous 
635 ;20150717    ;FY16H1        ;FY16Q2           ;FY16M006       ;FY16W25       ;Jul-15              ;                            ;                     ;                       ;2016      ;1         ;2            ;6          ;Jul             ;25        ;3                   ;12                 ;20150427             ;20150726           ;20150622           ;20150726         ;4                      ;20150713          ;20150719        ;-38                 ;-112              ;Previous   ;Previous 
636 ;20150716    ;FY16H1        ;FY16Q2           ;FY16M006       ;FY16W25       ;Jul-15              ;                            ;                     ;                       ;2016      ;1         ;2            ;6          ;Jul             ;25        ;3                   ;12                 ;20150427             ;20150726           ;20150622           ;20150726         ;4                      ;20150713          ;20150719        ;-38                 ;-112              ;Previous   ;Previous 
637 ;20150715    ;FY16H1        ;FY16Q2           ;FY16M006       ;FY16W25       ;Jul-15              ;                            ;                     ;                       ;2016      ;1         ;2            ;6          ;Jul             ;25        ;3                   ;12                 ;20150427             ;20150726           ;20150622           ;20150726         ;4                      ;20150713          ;20150719        ;-38                 ;-112              ;Previous   ;Previous 
638 ;20150709    ;FY16H1        ;FY16Q2           ;FY16M006       ;FY16W24       ;Jul-15              ;                            ;                     ;                       ;2016      ;1         ;2            ;6          ;Jul             ;24        ;3                   ;11                 ;20150427             ;20150726           ;20150622           ;20150726         ;3                      ;20150706          ;20150712        ;-38                 ;-112              ;Previous   ;Previous 
639 ;20150710    ;FY16H1        ;FY16Q2           ;FY16M006       ;FY16W24       ;Jul-15              ;                            ;                     ;                       ;2016      ;1         ;2            ;6          ;Jul             ;24        ;3                   ;11                 ;20150427             ;20150726           ;20150622           ;20150726         ;3                      ;20150706          ;20150712        ;-38                 ;-112              ;Previous   ;Previous 
640 ;20150711    ;FY16H1        ;FY16Q2           ;FY16M006       ;FY16W24       ;Jul-15              ;                            ;                     ;                       ;2016      ;1         ;2            ;6          ;Jul             ;24        ;3                   ;11                 ;20150427             ;20150726           ;20150622           ;20150726         ;3                      ;20150706          ;20150712        ;-38                 ;-112              ;Previous   ;Previous 
641 ;20150712    ;FY16H1        ;FY16Q2           ;FY16M006       ;FY16W24       ;Jul-15              ;                            ;                     ;                       ;2016      ;1         ;2            ;6          ;Jul             ;24        ;3                   ;11                 ;20150427             ;20150726           ;20150622           ;20150726         ;3                      ;20150706          ;20150712        ;-38                 ;-112              ;Previous   ;Previous 
642 ;20150713    ;FY16H1        ;FY16Q2           ;FY16M006       ;FY16W25       ;Jul-15              ;                            ;                     ;                       ;2016      ;1         ;2            ;6          ;Jul             ;25        ;3                   ;12                 ;20150427             ;20150726           ;20150622           ;20150726         ;4                      ;20150713          ;20150719        ;-38                 ;-112              ;Previous   ;Previous 
643 ;20150714    ;FY16H1        ;FY16Q2           ;FY16M006       ;FY16W25       ;Jul-15              ;                            ;                     ;                       ;2016      ;1         ;2            ;6          ;Jul             ;25        ;3                   ;12                 ;20150427             ;20150726           ;20150622           ;20150726         ;4                      ;20150713          ;20150719        ;-38                 ;-112              ;Previous   ;Previous 
644 ;20150726    ;FY16H1        ;FY16Q2           ;FY16M006       ;FY16W26       ;Jul-15              ;                            ;                     ;                       ;2016      ;1         ;2            ;6          ;Jul             ;26        ;3                   ;13                 ;20150427             ;20150726           ;20150622           ;20150726         ;5                      ;20150720          ;20150726        ;-38                 ;-112              ;Previous   ;Previous 
645 ;20150725    ;FY16H1        ;FY16Q2           ;FY16M006       ;FY16W26       ;Jul-15              ;                            ;                     ;                       ;2016      ;1         ;2            ;6          ;Jul             ;26        ;3                   ;13                 ;20150427             ;20150726           ;20150622           ;20150726         ;5                      ;20150720          ;20150726        ;-38                 ;-112              ;Previous   ;Previous 
646 ;20150924    ;FY16H2        ;FY16Q3           ;FY16M009       ;FY16W35       ;Oct-15              ;                            ;                     ;                       ;2016      ;2         ;3            ;9          ;Oct             ;35        ;3                   ;9                  ;20150727             ;20151025           ;20150921           ;20151025         ;1                      ;20150921          ;20150927        ;-37                 ;-109              ;Previous   ;Previous 
647 ;20150923    ;FY16H2        ;FY16Q3           ;FY16M009       ;FY16W35       ;Oct-15              ;                            ;                     ;                       ;2016      ;2         ;3            ;9          ;Oct             ;35        ;3                   ;9                  ;20150727             ;20151025           ;20150921           ;20151025         ;1                      ;20150921          ;20150927        ;-37                 ;-109              ;Previous   ;Previous 
648 ;20150922    ;FY16H2        ;FY16Q3           ;FY16M009       ;FY16W35       ;Oct-15              ;                            ;                     ;                       ;2016      ;2         ;3            ;9          ;Oct             ;35        ;3                   ;9                  ;20150727             ;20151025           ;20150921           ;20151025         ;1                      ;20150921          ;20150927        ;-37                 ;-109              ;Previous   ;Previous 
649 ;20150921    ;FY16H2        ;FY16Q3           ;FY16M009       ;FY16W35       ;Oct-15              ;                            ;                     ;                       ;2016      ;2         ;3            ;9          ;Oct             ;35        ;3                   ;9                  ;20150727             ;20151025           ;20150921           ;20151025         ;1                      ;20150921          ;20150927        ;-37                 ;-109              ;Previous   ;Previous 
650 ;20150927    ;FY16H2        ;FY16Q3           ;FY16M009       ;FY16W35       ;Oct-15              ;                            ;                     ;                       ;2016      ;2         ;3            ;9          ;Oct             ;35        ;3                   ;9                  ;20150727             ;20151025           ;20150921           ;20151025         ;1                      ;20150921          ;20150927        ;-37                 ;-109              ;Previous   ;Previous 
651 ;20150926    ;FY16H2        ;FY16Q3           ;FY16M009       ;FY16W35       ;Oct-15              ;                            ;                     ;                       ;2016      ;2         ;3            ;9          ;Oct             ;35        ;3                   ;9                  ;20150727             ;20151025           ;20150921           ;20151025         ;1                      ;20150921          ;20150927        ;-37                 ;-109              ;Previous   ;Previous 
652 ;20150925    ;FY16H2        ;FY16Q3           ;FY16M009       ;FY16W35       ;Oct-15              ;                            ;                     ;                       ;2016      ;2         ;3            ;9          ;Oct             ;35        ;3                   ;9                  ;20150727             ;20151025           ;20150921           ;20151025         ;1                      ;20150921          ;20150927        ;-37                 ;-109              ;Previous   ;Previous 
653 ;20160708    ;FY17H1        ;FY17Q2           ;FY17M006       ;FY17W23       ;Jul-16              ;                            ;                     ;                       ;2017      ;1         ;2            ;6          ;Jul             ;23        ;3                   ;10                 ;20160502             ;20160731           ;20160627           ;20160731         ;2                      ;20160704          ;20160710        ;-34                 ;-100              ;Previous   ;Previous 
654 ;20160707    ;FY17H1        ;FY17Q2           ;FY17M006       ;FY17W23       ;Jul-16              ;                            ;                     ;                       ;2017      ;1         ;2            ;6          ;Jul             ;23        ;3                   ;10                 ;20160502             ;20160731           ;20160627           ;20160731         ;2                      ;20160704          ;20160710        ;-34                 ;-100              ;Previous   ;Previous 
655 ;20160706    ;FY17H1        ;FY17Q2           ;FY17M006       ;FY17W23       ;Jul-16              ;                            ;                     ;                       ;2017      ;1         ;2            ;6          ;Jul             ;23        ;3                   ;10                 ;20160502             ;20160731           ;20160627           ;20160731         ;2                      ;20160704          ;20160710        ;-34                 ;-100              ;Previous   ;Previous 
656 ;20160705    ;FY17H1        ;FY17Q2           ;FY17M006       ;FY17W23       ;Jul-16              ;                            ;                     ;                       ;2017      ;1         ;2            ;6          ;Jul             ;23        ;3                   ;10                 ;20160502             ;20160731           ;20160627           ;20160731         ;2                      ;20160704          ;20160710        ;-34                 ;-100              ;Previous   ;Previous 
657 ;20160704    ;FY17H1        ;FY17Q2           ;FY17M006       ;FY17W23       ;Jul-16              ;                            ;                     ;                       ;2017      ;1         ;2            ;6          ;Jul             ;23        ;3                   ;10                 ;20160502             ;20160731           ;20160627           ;20160731         ;2                      ;20160704          ;20160710        ;-34                 ;-100              ;Previous   ;Previous 
658 ;20160703    ;FY17H1        ;FY17Q2           ;FY17M006       ;FY17W22       ;Jul-16              ;                            ;                     ;                       ;2017      ;1         ;2            ;6          ;Jul             ;22        ;3                   ;9                  ;20160502             ;20160731           ;20160627           ;20160731         ;1                      ;20160627          ;20160703        ;-34                 ;-100              ;Previous   ;Previous 
659 ;20160702    ;FY17H1        ;FY17Q2           ;FY17M006       ;FY17W22       ;Jul-16              ;                            ;                     ;                       ;2017      ;1         ;2            ;6          ;Jul             ;22        ;3                   ;9                  ;20160502             ;20160731           ;20160627           ;20160731         ;1                      ;20160627          ;20160703        ;-34                 ;-100              ;Previous   ;Previous 
660 ;20160701    ;FY17H1        ;FY17Q2           ;FY17M006       ;FY17W22       ;Jul-16              ;                            ;                     ;                       ;2017      ;1         ;2            ;6          ;Jul             ;22        ;3                   ;9                  ;20160502             ;20160731           ;20160627           ;20160731         ;1                      ;20160627          ;20160703        ;-34                 ;-100              ;Previous   ;Previous 
661 ;20160630    ;FY17H1        ;FY17Q2           ;FY17M006       ;FY17W22       ;Jul-16              ;                            ;                     ;                       ;2017      ;1         ;2            ;6          ;Jul             ;22        ;3                   ;9                  ;20160502             ;20160731           ;20160627           ;20160731         ;1                      ;20160627          ;20160703        ;-34                 ;-100              ;Previous   ;Previous 
662 ;20160629    ;FY17H1        ;FY17Q2           ;FY17M006       ;FY17W22       ;Jul-16              ;                            ;                     ;                       ;2017      ;1         ;2            ;6          ;Jul             ;22        ;3                   ;9                  ;20160502             ;20160731           ;20160627           ;20160731         ;1                      ;20160627          ;20160703        ;-34                 ;-100              ;Previous   ;Previous 
663 ;20160628    ;FY17H1        ;FY17Q2           ;FY17M006       ;FY17W22       ;Jul-16              ;                            ;                     ;                       ;2017      ;1         ;2            ;6          ;Jul             ;22        ;3                   ;9                  ;20160502             ;20160731           ;20160627           ;20160731         ;1                      ;20160627          ;20160703        ;-34                 ;-100              ;Previous   ;Previous 
664 ;20160627    ;FY17H1        ;FY17Q2           ;FY17M006       ;FY17W22       ;Jul-16              ;                            ;                     ;                       ;2017      ;1         ;2            ;6          ;Jul             ;22        ;3                   ;9                  ;20160502             ;20160731           ;20160627           ;20160731         ;1                      ;20160627          ;20160703        ;-34                 ;-100              ;Previous   ;Previous 
